tournament_sheet,match_id,match_title,team_top,team_bottom,hero_name,usage_count
EMEA - Stage 1,EMEA - Stage 1__match_0001,Round Robin [Bo5],Virtus.pro,Al Qadsiah,Sojourn,2
EMEA - Stage 1,EMEA - Stage 1__match_0001,Round Robin [Bo5],Virtus.pro,Al Qadsiah,Brigitte,2
EMEA - Stage 1,EMEA - Stage 1__match_0001,Round Robin [Bo5],Virtus.pro,Al Qadsiah,Echo,2
EMEA - Stage 1,EMEA - Stage 1__match_0001,Round Robin [Bo5],Virtus.pro,Al Qadsiah,Mauga,2
EMEA - Stage 1,EMEA - Stage 1__match_0002,Round Robin [Bo5],Twisted Minds,Team Peps,Widowmaker,2
EMEA - Stage 1,EMEA - Stage 1__match_0002,Round Robin [Bo5],Twisted Minds,Team Peps,Zarya,2
EMEA - Stage 1,EMEA - Stage 1__match_0002,Round Robin [Bo5],Twisted Minds,Team Peps,Hazard,2
EMEA - Stage 1,EMEA - Stage 1__match_0003,Round Robin [Bo5],Twisted Minds,Geekay Esports,Brigitte,2
EMEA - Stage 1,EMEA - Stage 1__match_0004,Round Robin [Bo5],Virtus.pro,Anyone's Legend,Widowmaker,2
EMEA - Stage 1,EMEA - Stage 1__match_0004,Round Robin [Bo5],Virtus.pro,Anyone's Legend,Winston,2
EMEA - Stage 1,EMEA - Stage 1__match_0005,Round Robin [Bo5],Al Qadsiah,Team Peps,Baptiste,2
EMEA - Stage 1,EMEA - Stage 1__match_0005,Round Robin [Bo5],Al Qadsiah,Team Peps,Zenyatta,2
EMEA - Stage 1,EMEA - Stage 1__match_0005,Round Robin [Bo5],Al Qadsiah,Team Peps,Wuyang,2
EMEA - Stage 1,EMEA - Stage 1__match_0007,Round Robin [Bo5],Twisted Minds,Anyone's Legend,Widowmaker,2
EMEA - Stage 1,EMEA - Stage 1__match_0007,Round Robin [Bo5],Twisted Minds,Anyone's Legend,D.Va,2
EMEA - Stage 1,EMEA - Stage 1__match_0007,Round Robin [Bo5],Twisted Minds,Anyone's Legend,Zarya,2
EMEA - Stage 1,EMEA - Stage 1__match_0007,Round Robin [Bo5],Twisted Minds,Anyone's Legend,Sojourn,2
EMEA - Stage 1,EMEA - Stage 1__match_0007,Round Robin [Bo5],Twisted Minds,Anyone's Legend,Winston,2
EMEA - Stage 1,EMEA - Stage 1__match_0008,Round Robin [Bo5],Virtus.pro,Team Peps,Widowmaker,2
EMEA - Stage 1,EMEA - Stage 1__match_0008,Round Robin [Bo5],Virtus.pro,Team Peps,Jetpack Cat,2
EMEA - Stage 1,EMEA - Stage 1__match_0009,Round Robin [Bo5],Team Peps,Geekay Esports,Tracer,2
EMEA - Stage 1,EMEA - Stage 1__match_0009,Round Robin [Bo5],Team Peps,Geekay Esports,Sojourn,2
EMEA - Stage 1,EMEA - Stage 1__match_0009,Round Robin [Bo5],Team Peps,Geekay Esports,D.Va,2
EMEA - Stage 1,EMEA - Stage 1__match_0009,Round Robin [Bo5],Team Peps,Geekay Esports,Wuyang,2
EMEA - Stage 1,EMEA - Stage 1__match_0009,Round Robin [Bo5],Team Peps,Geekay Esports,Brigitte,2
EMEA - Stage 1,EMEA - Stage 1__match_0010,Round Robin [Bo5],Al Qadsiah,Anyone's Legend,Juno,2
EMEA - Stage 1,EMEA - Stage 1__match_0010,Round Robin [Bo5],Al Qadsiah,Anyone's Legend,Echo,2
EMEA - Stage 1,EMEA - Stage 1__match_0011,Round Robin [Bo5],Al Qadsiah,Twisted Minds,Symmetra,2
EMEA - Stage 1,EMEA - Stage 1__match_0011,Round Robin [Bo5],Al Qadsiah,Twisted Minds,Sojourn,2
EMEA - Stage 1,EMEA - Stage 1__match_0011,Round Robin [Bo5],Al Qadsiah,Twisted Minds,Pharah,2
EMEA - Stage 1,EMEA - Stage 1__match_0011,Round Robin [Bo5],Al Qadsiah,Twisted Minds,Vendetta,2
EMEA - Stage 1,EMEA - Stage 1__match_0011,Round Robin [Bo5],Al Qadsiah,Twisted Minds,Genji,2
EMEA - Stage 1,EMEA - Stage 1__match_0011,Round Robin [Bo5],Al Qadsiah,Twisted Minds,Mauga,2
EMEA - Stage 1,EMEA - Stage 1__match_0011,Round Robin [Bo5],Al Qadsiah,Twisted Minds,Sigma,2
EMEA - Stage 1,EMEA - Stage 1__match_0011,Round Robin [Bo5],Al Qadsiah,Twisted Minds,Illari,2
EMEA - Stage 1,EMEA - Stage 1__match_0012,Round Robin [Bo5],Anyone's Legend,Team Peps,Widowmaker,2
EMEA - Stage 1,EMEA - Stage 1__match_0013,Round Robin [Bo5],Virtus.pro,Geekay Esports,Tracer,2
EMEA - Stage 1,EMEA - Stage 1__match_0013,Round Robin [Bo5],Virtus.pro,Geekay Esports,Symmetra,2
EMEA - Stage 1,EMEA - Stage 1__match_0013,Round Robin [Bo5],Virtus.pro,Geekay Esports,D.Va,2
EMEA - Stage 1,EMEA - Stage 1__match_0013,Round Robin [Bo5],Virtus.pro,Geekay Esports,Jetpack Cat,2
EMEA - Stage 1,EMEA - Stage 1__match_0014,Round Robin [Bo5],Virtus.pro,Twisted Minds,Vendetta,2
EMEA - Stage 1,EMEA - Stage 1__match_0014,Round Robin [Bo5],Virtus.pro,Twisted Minds,Hazard,2
EMEA - Stage 1,EMEA - Stage 1__match_0014,Round Robin [Bo5],Virtus.pro,Twisted Minds,Lúcio,2
EMEA - Stage 1,EMEA - Stage 1__match_0014,Round Robin [Bo5],Virtus.pro,Twisted Minds,Brigitte,2
EMEA - Stage 1,EMEA - Stage 1__match_0015,Round Robin [Bo5],Anyone's Legend,Geekay Esports,Sojourn,2
EMEA - Stage 1,EMEA - Stage 1__match_0015,Round Robin [Bo5],Anyone's Legend,Geekay Esports,Widowmaker,2
EMEA - Stage 1,EMEA - Stage 1__match_0015,Round Robin [Bo5],Anyone's Legend,Geekay Esports,Symmetra,2
EMEA - Stage 1,EMEA - Stage 1__match_0015,Round Robin [Bo5],Anyone's Legend,Geekay Esports,Ana,2
EMEA - Stage 1,EMEA - Stage 1__match_0016,Upper Semifinals [Bo5],Twisted Minds,Al Qadsiah,Mauga,2
EMEA - Stage 1,EMEA - Stage 1__match_0017,Upper Semifinals [Bo5],Virtus.pro,Geekay Esports,Widowmaker,2
EMEA - Stage 1,EMEA - Stage 1__match_0017,Upper Semifinals [Bo5],Virtus.pro,Geekay Esports,Doomfist,2
EMEA - Stage 1,EMEA - Stage 1__match_0017,Upper Semifinals [Bo5],Virtus.pro,Geekay Esports,Wrecking Ball,2
EMEA - Stage 1,EMEA - Stage 1__match_0018,Lower Semifinals [Bo5],Al Qadsiah,Virtus.pro,Pharah,2
EMEA - Stage 1,EMEA - Stage 1__match_0018,Lower Semifinals [Bo5],Al Qadsiah,Virtus.pro,Symmetra,2
EMEA - Stage 1,EMEA - Stage 1__match_0018,Lower Semifinals [Bo5],Al Qadsiah,Virtus.pro,Widowmaker,2
EMEA - Stage 1,EMEA - Stage 1__match_0018,Lower Semifinals [Bo5],Al Qadsiah,Virtus.pro,Illari,2
EMEA - Stage 1,EMEA - Stage 1__match_0018,Lower Semifinals [Bo5],Al Qadsiah,Virtus.pro,Juno,2
EMEA - Stage 1,EMEA - Stage 1__match_0018,Lower Semifinals [Bo5],Al Qadsiah,Virtus.pro,Brigitte,2
EMEA - Stage 1,EMEA - Stage 1__match_0019,Upper Finals [Bo5],Twisted Minds,Geekay Esports,Vendetta,2
EMEA - Stage 1,EMEA - Stage 1__match_0019,Upper Finals [Bo5],Twisted Minds,Geekay Esports,Juno,2
EMEA - Stage 1,EMEA - Stage 1__match_0019,Upper Finals [Bo5],Twisted Minds,Geekay Esports,Wrecking Ball,2
EMEA - Stage 1,EMEA - Stage 1__match_0020,Lower Finals [Bo5],Geekay Esports,Virtus.pro,Vendetta,2
EMEA - Stage 1,EMEA - Stage 1__match_0021,Grand Finals [Bo7],Twisted Minds,Virtus.pro,Juno,2
North America - Stage 1,North America - Stage 1__match_0001,Round Robin [Bo5],Dallas Fuel,Disguised,Echo,2
North America - Stage 1,North America - Stage 1__match_0001,Round Robin [Bo5],Dallas Fuel,Disguised,Ana,2
North America - Stage 1,North America - Stage 1__match_0002,Round Robin [Bo5],Spacestation Gaming,LuneX Gaming,Cassidy,2
North America - Stage 1,North America - Stage 1__match_0002,Round Robin [Bo5],Spacestation Gaming,LuneX Gaming,Widowmaker,2
North America - Stage 1,North America - Stage 1__match_0002,Round Robin [Bo5],Spacestation Gaming,LuneX Gaming,Symmetra,2
North America - Stage 1,North America - Stage 1__match_0002,Round Robin [Bo5],Spacestation Gaming,LuneX Gaming,D.Va,2
North America - Stage 1,North America - Stage 1__match_0002,Round Robin [Bo5],Spacestation Gaming,LuneX Gaming,Ramattra,2
North America - Stage 1,North America - Stage 1__match_0003,Round Robin [Bo5],Team Liquid,Extinction,Widowmaker,2
North America - Stage 1,North America - Stage 1__match_0003,Round Robin [Bo5],Team Liquid,Extinction,Sombra,2
North America - Stage 1,North America - Stage 1__match_0003,Round Robin [Bo5],Team Liquid,Extinction,Jetpack Cat,2
North America - Stage 1,North America - Stage 1__match_0004,Round Robin [Bo5],Spacestation Gaming,Disguised,Pharah,2
North America - Stage 1,North America - Stage 1__match_0004,Round Robin [Bo5],Spacestation Gaming,Disguised,Widowmaker,2
North America - Stage 1,North America - Stage 1__match_0004,Round Robin [Bo5],Spacestation Gaming,Disguised,Hazard,2
North America - Stage 1,North America - Stage 1__match_0004,Round Robin [Bo5],Spacestation Gaming,Disguised,Juno,2
North America - Stage 1,North America - Stage 1__match_0005,Round Robin [Bo5],LuneX Gaming,Extinction,Sojourn,2
North America - Stage 1,North America - Stage 1__match_0005,Round Robin [Bo5],LuneX Gaming,Extinction,Tracer,2
North America - Stage 1,North America - Stage 1__match_0005,Round Robin [Bo5],LuneX Gaming,Extinction,Symmetra,2
North America - Stage 1,North America - Stage 1__match_0006,Round Robin [Bo5],Team Liquid,Dallas Fuel,Widowmaker,2
North America - Stage 1,North America - Stage 1__match_0006,Round Robin [Bo5],Team Liquid,Dallas Fuel,Zarya,2
North America - Stage 1,North America - Stage 1__match_0006,Round Robin [Bo5],Team Liquid,Dallas Fuel,Illari,2
North America - Stage 1,North America - Stage 1__match_0006,Round Robin [Bo5],Team Liquid,Dallas Fuel,Baptiste,2
North America - Stage 1,North America - Stage 1__match_0007,Round Robin [Bo5],Disguised,Extinction,Vendetta,2
North America - Stage 1,North America - Stage 1__match_0007,Round Robin [Bo5],Disguised,Extinction,Cassidy,2
North America - Stage 1,North America - Stage 1__match_0007,Round Robin [Bo5],Disguised,Extinction,Widowmaker,2
North America - Stage 1,North America - Stage 1__match_0007,Round Robin [Bo5],Disguised,Extinction,Jetpack Cat,2
North America - Stage 1,North America - Stage 1__match_0007,Round Robin [Bo5],Disguised,Extinction,Sojourn,2
North America - Stage 1,North America - Stage 1__match_0007,Round Robin [Bo5],Disguised,Extinction,Wuyang,2
North America - Stage 1,North America - Stage 1__match_0008,Round Robin [Bo5],Dallas Fuel,LuneX Gaming,Cassidy,2
North America - Stage 1,North America - Stage 1__match_0008,Round Robin [Bo5],Dallas Fuel,LuneX Gaming,Pharah,2
North America - Stage 1,North America - Stage 1__match_0008,Round Robin [Bo5],Dallas Fuel,LuneX Gaming,Juno,2
North America - Stage 1,North America - Stage 1__match_0008,Round Robin [Bo5],Dallas Fuel,LuneX Gaming,Baptiste,2
North America - Stage 1,North America - Stage 1__match_0008,Round Robin [Bo5],Dallas Fuel,LuneX Gaming,Emre,2
North America - Stage 1,North America - Stage 1__match_0009,Round Robin [Bo5],Spacestation Gaming,Extinction,Zarya,2
North America - Stage 1,North America - Stage 1__match_0009,Round Robin [Bo5],Spacestation Gaming,Extinction,Sojourn,2
North America - Stage 1,North America - Stage 1__match_0010,Round Robin [Bo5],Disguised,Team Liquid,Symmetra,2
North America - Stage 1,North America - Stage 1__match_0010,Round Robin [Bo5],Disguised,Team Liquid,Widowmaker,2
North America - Stage 1,North America - Stage 1__match_0010,Round Robin [Bo5],Disguised,Team Liquid,Brigitte,2
North America - Stage 1,North America - Stage 1__match_0011,Round Robin [Bo5],Spacestation Gaming,Dallas Fuel,Echo,2
North America - Stage 1,North America - Stage 1__match_0011,Round Robin [Bo5],Spacestation Gaming,Dallas Fuel,Widowmaker,2
North America - Stage 1,North America - Stage 1__match_0011,Round Robin [Bo5],Spacestation Gaming,Dallas Fuel,Sigma,2
North America - Stage 1,North America - Stage 1__match_0011,Round Robin [Bo5],Spacestation Gaming,Dallas Fuel,Jetpack Cat,2
North America - Stage 1,North America - Stage 1__match_0011,Round Robin [Bo5],Spacestation Gaming,Dallas Fuel,Wrecking Ball,2
North America - Stage 1,North America - Stage 1__match_0011,Round Robin [Bo5],Spacestation Gaming,Dallas Fuel,Wuyang,2
North America - Stage 1,North America - Stage 1__match_0012,Round Robin [Bo5],Team Liquid,LuneX Gaming,Pharah,2
North America - Stage 1,North America - Stage 1__match_0012,Round Robin [Bo5],Team Liquid,LuneX Gaming,Genji,2
North America - Stage 1,North America - Stage 1__match_0013,Round Robin [Bo5],Disguised,LuneX Gaming,D.Va,2
North America - Stage 1,North America - Stage 1__match_0013,Round Robin [Bo5],Disguised,LuneX Gaming,Doomfist,2
North America - Stage 1,North America - Stage 1__match_0013,Round Robin [Bo5],Disguised,LuneX Gaming,Reaper,2
North America - Stage 1,North America - Stage 1__match_0013,Round Robin [Bo5],Disguised,LuneX Gaming,Orisa,2
North America - Stage 1,North America - Stage 1__match_0014,Round Robin [Bo5],Dallas Fuel,Extinction,Ashe,2
North America - Stage 1,North America - Stage 1__match_0014,Round Robin [Bo5],Dallas Fuel,Extinction,Wrecking Ball,2
North America - Stage 1,North America - Stage 1__match_0014,Round Robin [Bo5],Dallas Fuel,Extinction,Mizuki,2
North America - Stage 1,North America - Stage 1__match_0014,Round Robin [Bo5],Dallas Fuel,Extinction,D.Va,2
North America - Stage 1,North America - Stage 1__match_0014,Round Robin [Bo5],Dallas Fuel,Extinction,Kiriko,2
North America - Stage 1,North America - Stage 1__match_0015,Round Robin [Bo5],Spacestation Gaming,Team Liquid,Sojourn,2
North America - Stage 1,North America - Stage 1__match_0015,Round Robin [Bo5],Spacestation Gaming,Team Liquid,Zarya,2
North America - Stage 1,North America - Stage 1__match_0015,Round Robin [Bo5],Spacestation Gaming,Team Liquid,Wuyang,2
North America - Stage 1,North America - Stage 1__match_0015,Round Robin [Bo5],Spacestation Gaming,Team Liquid,Pharah,2
North America - Stage 1,North America - Stage 1__match_0015,Round Robin [Bo5],Spacestation Gaming,Team Liquid,Wrecking Ball,2
North America - Stage 1,North America - Stage 1__match_0016,Upper Semifinals [Bo5],Dallas Fuel,LuneX Gaming,Cassidy,2
North America - Stage 1,North America - Stage 1__match_0016,Upper Semifinals [Bo5],Dallas Fuel,LuneX Gaming,Ramattra,2
North America - Stage 1,North America - Stage 1__match_0016,Upper Semifinals [Bo5],Dallas Fuel,LuneX Gaming,Brigitte,2
North America - Stage 1,North America - Stage 1__match_0016,Upper Semifinals [Bo5],Dallas Fuel,LuneX Gaming,Orisa,2
North America - Stage 1,North America - Stage 1__match_0017,Upper Semifinals [Bo5],Spacestation Gaming,Team Liquid,Genji,2
North America - Stage 1,North America - Stage 1__match_0017,Upper Semifinals [Bo5],Spacestation Gaming,Team Liquid,Cassidy,2
North America - Stage 1,North America - Stage 1__match_0017,Upper Semifinals [Bo5],Spacestation Gaming,Team Liquid,Widowmaker,2
North America - Stage 1,North America - Stage 1__match_0017,Upper Semifinals [Bo5],Spacestation Gaming,Team Liquid,Jetpack Cat,2
North America - Stage 1,North America - Stage 1__match_0018,Lower Semifinals [Bo5],LuneX Gaming,Team Liquid,Sojourn,2
North America - Stage 1,North America - Stage 1__match_0018,Lower Semifinals [Bo5],LuneX Gaming,Team Liquid,Vendetta,2
North America - Stage 1,North America - Stage 1__match_0018,Lower Semifinals [Bo5],LuneX Gaming,Team Liquid,Pharah,2
North America - Stage 1,North America - Stage 1__match_0018,Lower Semifinals [Bo5],LuneX Gaming,Team Liquid,Jetpack Cat,2
North America - Stage 1,North America - Stage 1__match_0019,Upper Finals [Bo5],Dallas Fuel,Spacestation Gaming,Cassidy,2
North America - Stage 1,North America - Stage 1__match_0019,Upper Finals [Bo5],Dallas Fuel,Spacestation Gaming,Widowmaker,2
North America - Stage 1,North America - Stage 1__match_0019,Upper Finals [Bo5],Dallas Fuel,Spacestation Gaming,Wrecking Ball,2
North America - Stage 1,North America - Stage 1__match_0019,Upper Finals [Bo5],Dallas Fuel,Spacestation Gaming,Ramattra,2
North America - Stage 1,North America - Stage 1__match_0019,Upper Finals [Bo5],Dallas Fuel,Spacestation Gaming,Winston,2
North America - Stage 1,North America - Stage 1__match_0019,Upper Finals [Bo5],Dallas Fuel,Spacestation Gaming,Baptiste,2
North America - Stage 1,North America - Stage 1__match_0019,Upper Finals [Bo5],Dallas Fuel,Spacestation Gaming,Jetpack Cat,2
North America - Stage 1,North America - Stage 1__match_0019,Upper Finals [Bo5],Dallas Fuel,Spacestation Gaming,Zarya,2
North America - Stage 1,North America - Stage 1__match_0019,Upper Finals [Bo5],Dallas Fuel,Spacestation Gaming,Doomfist,2
North America - Stage 1,North America - Stage 1__match_0020,Lower Finals [Bo5],Spacestation Gaming,Team Liquid,Widowmaker,2
North America - Stage 1,North America - Stage 1__match_0020,Lower Finals [Bo5],Spacestation Gaming,Team Liquid,Zarya,2
North America - Stage 1,North America - Stage 1__match_0020,Lower Finals [Bo5],Spacestation Gaming,Team Liquid,Brigitte,2
North America - Stage 1,North America - Stage 1__match_0020,Lower Finals [Bo5],Spacestation Gaming,Team Liquid,Jetpack Cat,2
North America - Stage 1,North America - Stage 1__match_0020,Lower Finals [Bo5],Spacestation Gaming,Team Liquid,Cassidy,2
North America - Stage 1,North America - Stage 1__match_0020,Lower Finals [Bo5],Spacestation Gaming,Team Liquid,Mauga,2
North America - Stage 1,North America - Stage 1__match_0021,Grand Finals [Bo7],Dallas Fuel,Spacestation Gaming,Ramattra,2
North America - Stage 1,North America - Stage 1__match_0021,Grand Finals [Bo7],Dallas Fuel,Spacestation Gaming,Illari,2
North America - Stage 1,North America - Stage 1__match_0021,Grand Finals [Bo7],Dallas Fuel,Spacestation Gaming,Jetpack Cat,2
Pacific - Stage 1,Pacific - Stage 1__match_0001,Round Robin [Bo5],Team Secret,Rankers,Genji,2
Pacific - Stage 1,Pacific - Stage 1__match_0001,Round Robin [Bo5],Team Secret,Rankers,D.Va,2
Pacific - Stage 1,Pacific - Stage 1__match_0001,Round Robin [Bo5],Team Secret,Rankers,Illari,2
Pacific - Stage 1,Pacific - Stage 1__match_0002,Round Robin [Bo5],MieMieYang,The Gatos Guapos,Symmetra,2
Pacific - Stage 1,Pacific - Stage 1__match_0002,Round Robin [Bo5],MieMieYang,The Gatos Guapos,Widowmaker,2
Pacific - Stage 1,Pacific - Stage 1__match_0002,Round Robin [Bo5],MieMieYang,The Gatos Guapos,Ana,2
Pacific - Stage 1,Pacific - Stage 1__match_0003,Round Robin [Bo5],FURY,Quasar Esports,Sombra,2
Pacific - Stage 1,Pacific - Stage 1__match_0003,Round Robin [Bo5],FURY,Quasar Esports,Cassidy,2
Pacific - Stage 1,Pacific - Stage 1__match_0004,Round Robin [Bo5],FURY,The Gatos Guapos,Tracer,2
Pacific - Stage 1,Pacific - Stage 1__match_0004,Round Robin [Bo5],FURY,The Gatos Guapos,Sojourn,2
Pacific - Stage 1,Pacific - Stage 1__match_0004,Round Robin [Bo5],FURY,The Gatos Guapos,Widowmaker,2
Pacific - Stage 1,Pacific - Stage 1__match_0004,Round Robin [Bo5],FURY,The Gatos Guapos,Ana,2
Pacific - Stage 1,Pacific - Stage 1__match_0005,Round Robin [Bo5],Team Secret,MieMieYang,Widowmaker,2
Pacific - Stage 1,Pacific - Stage 1__match_0005,Round Robin [Bo5],Team Secret,MieMieYang,Vendetta,2
Pacific - Stage 1,Pacific - Stage 1__match_0005,Round Robin [Bo5],Team Secret,MieMieYang,Wrecking Ball,2
Pacific - Stage 1,Pacific - Stage 1__match_0005,Round Robin [Bo5],Team Secret,MieMieYang,Juno,2
Pacific - Stage 1,Pacific - Stage 1__match_0005,Round Robin [Bo5],Team Secret,MieMieYang,Illari,2
Pacific - Stage 1,Pacific - Stage 1__match_0005,Round Robin [Bo5],Team Secret,MieMieYang,Baptiste,2
Pacific - Stage 1,Pacific - Stage 1__match_0005,Round Robin [Bo5],Team Secret,MieMieYang,Mizuki,2
Pacific - Stage 1,Pacific - Stage 1__match_0005,Round Robin [Bo5],Team Secret,MieMieYang,Pharah,2
Pacific - Stage 1,Pacific - Stage 1__match_0006,Round Robin [Bo5],Quasar Esports,Rankers,Hanzo,2
Pacific - Stage 1,Pacific - Stage 1__match_0006,Round Robin [Bo5],Quasar Esports,Rankers,Widowmaker,2
Pacific - Stage 1,Pacific - Stage 1__match_0006,Round Robin [Bo5],Quasar Esports,Rankers,Vendetta,2
Pacific - Stage 1,Pacific - Stage 1__match_0006,Round Robin [Bo5],Quasar Esports,Rankers,Genji,2
Pacific - Stage 1,Pacific - Stage 1__match_0006,Round Robin [Bo5],Quasar Esports,Rankers,Juno,2
Pacific - Stage 1,Pacific - Stage 1__match_0006,Round Robin [Bo5],Quasar Esports,Rankers,Echo,2
Pacific - Stage 1,Pacific - Stage 1__match_0006,Round Robin [Bo5],Quasar Esports,Rankers,Mauga,2
Pacific - Stage 1,Pacific - Stage 1__match_0007,Round Robin [Bo5],FURY,Rankers,Symmetra,2
Pacific - Stage 1,Pacific - Stage 1__match_0007,Round Robin [Bo5],FURY,Rankers,Vendetta,2
Pacific - Stage 1,Pacific - Stage 1__match_0007,Round Robin [Bo5],FURY,Rankers,Sombra,2
Pacific - Stage 1,Pacific - Stage 1__match_0007,Round Robin [Bo5],FURY,Rankers,Emre,2
Pacific - Stage 1,Pacific - Stage 1__match_0007,Round Robin [Bo5],FURY,Rankers,Wrecking Ball,2
Pacific - Stage 1,Pacific - Stage 1__match_0007,Round Robin [Bo5],FURY,Rankers,Lúcio,2
Pacific - Stage 1,Pacific - Stage 1__match_0007,Round Robin [Bo5],FURY,Rankers,Echo,2
Pacific - Stage 1,Pacific - Stage 1__match_0007,Round Robin [Bo5],FURY,Rankers,Ana,2
Pacific - Stage 1,Pacific - Stage 1__match_0007,Round Robin [Bo5],FURY,Rankers,Illari,2
Pacific - Stage 1,Pacific - Stage 1__match_0008,Round Robin [Bo5],The Gatos Guapos,Team Secret,Cassidy,2
Pacific - Stage 1,Pacific - Stage 1__match_0008,Round Robin [Bo5],The Gatos Guapos,Team Secret,Doomfist,2
Pacific - Stage 1,Pacific - Stage 1__match_0008,Round Robin [Bo5],The Gatos Guapos,Team Secret,Jetpack Cat,2
Pacific - Stage 1,Pacific - Stage 1__match_0008,Round Robin [Bo5],The Gatos Guapos,Team Secret,Wrecking Ball,2
Pacific - Stage 1,Pacific - Stage 1__match_0008,Round Robin [Bo5],The Gatos Guapos,Team Secret,Mizuki,2
Pacific - Stage 1,Pacific - Stage 1__match_0009,Round Robin [Bo5],MieMieYang,Quasar Esports,Brigitte,2
Pacific - Stage 1,Pacific - Stage 1__match_0009,Round Robin [Bo5],MieMieYang,Quasar Esports,Lúcio,2
Pacific - Stage 1,Pacific - Stage 1__match_0009,Round Robin [Bo5],MieMieYang,Quasar Esports,Illari,2
Pacific - Stage 1,Pacific - Stage 1__match_0009,Round Robin [Bo5],MieMieYang,Quasar Esports,Ashe,2
Pacific - Stage 1,Pacific - Stage 1__match_0010,Round Robin [Bo5],Team Secret,FURY,Juno,2
Pacific - Stage 1,Pacific - Stage 1__match_0010,Round Robin [Bo5],Team Secret,FURY,Illari,2
Pacific - Stage 1,Pacific - Stage 1__match_0010,Round Robin [Bo5],Team Secret,FURY,Sojourn,2
Pacific - Stage 1,Pacific - Stage 1__match_0010,Round Robin [Bo5],Team Secret,FURY,Orisa,2
Pacific - Stage 1,Pacific - Stage 1__match_0010,Round Robin [Bo5],Team Secret,FURY,D.Va,2
