scope_type,scope_name,role,hero_name,map_sets_played,map_set_wins,map_set_losses,win_rate,non_mirror_map_sets_played,non_mirror_wins,non_mirror_losses,non_mirror_win_rate
team,Disguised,Support,Jetpack Cat,6,1,5,0.1667,2,0,2,0.0
team,Disguised,Support,Brigitte,6,2,4,0.3333,3,2,1,0.6667
team,Disguised,Support,Baptiste,4,2,2,0.5,2,0,2,0.0
team,Disguised,Support,Mizuki,2,2,0,1.0,1,1,0,1.0
team,Disguised,Support,Zenyatta,1,0,1,0.0,1,0,1,0.0
team,Disguised,Tank,D.Va,15,5,10,0.3333,5,3,2,0.6
team,Disguised,Tank,Ramattra,10,3,7,0.3,7,0,7,0.0
team,Disguised,Tank,Zarya,6,3,3,0.5,2,2,0,1.0
team,Disguised,Tank,Domina,4,2,2,0.5,1,0,1,0.0
team,Disguised,Tank,Wrecking Ball,3,0,3,0.0,3,0,3,0.0
team,Disguised,Tank,Doomfist,3,1,2,0.3333,2,0,2,0.0
team,Disguised,Tank,Hazard,1,1,0,1.0,1,1,0,1.0
team,Disguised,Tank,Winston,1,1,0,1.0,1,1,0,1.0
team,ENTER FORCE.36,DPS,Emre,24,16,8,0.6667,7,5,2,0.7143
team,ENTER FORCE.36,DPS,Tracer,21,15,6,0.7143,5,4,1,0.8
team,ENTER FORCE.36,DPS,Vendetta,18,13,5,0.7222,9,6,3,0.6667
team,ENTER FORCE.36,DPS,Symmetra,15,10,5,0.6667,2,1,1,0.5
team,ENTER FORCE.36,DPS,Sojourn,12,7,5,0.5833,7,3,4,0.4286
team,ENTER FORCE.36,DPS,Widowmaker,9,8,1,0.8889,7,6,1,0.8571
team,ENTER FORCE.36,DPS,Genji,7,5,2,0.7143,7,5,2,0.7143
team,ENTER FORCE.36,DPS,Echo,6,2,4,0.3333,5,2,3,0.4
team,ENTER FORCE.36,DPS,Pharah,4,3,1,0.75,4,3,1,0.75
team,ENTER FORCE.36,DPS,Hanzo,1,1,0,1.0,1,1,0,1.0
team,ENTER FORCE.36,DPS,Torbjörn,1,1,0,1.0,1,1,0,1.0
team,ENTER FORCE.36,DPS,Reaper,1,0,1,0.0,1,0,1,0.0
team,ENTER FORCE.36,DPS,Sombra,1,0,1,0.0,1,0,1,0.0
team,ENTER FORCE.36,DPS,Mei,1,0,1,0.0,1,0,1,0.0
team,ENTER FORCE.36,Support,Kiriko,21,15,6,0.7143,3,2,1,0.6667
team,ENTER FORCE.36,Support,Juno,17,14,3,0.8235,5,2,3,0.4
team,ENTER FORCE.36,Support,Lúcio,15,11,4,0.7333,4,2,2,0.5
team,ENTER FORCE.36,Support,Wuyang,10,5,5,0.5,6,2,4,0.3333
team,ENTER FORCE.36,Support,Brigitte,10,7,3,0.7,6,3,3,0.5
team,ENTER FORCE.36,Support,Ana,7,3,4,0.4286,3,2,1,0.6667
team,ENTER FORCE.36,Support,Jetpack Cat,2,0,2,0.0,1,0,1,0.0
team,ENTER FORCE.36,Support,Mizuki,2,0,2,0.0,2,0,2,0.0
team,ENTER FORCE.36,Support,Baptiste,2,0,2,0.0,1,0,1,0.0
team,ENTER FORCE.36,Support,Lifeweaver,2,2,0,1.0,2,2,0,1.0
team,ENTER FORCE.36,Support,Illari,2,0,2,0.0,1,0,1,0.0
team,ENTER FORCE.36,Tank,D.Va,14,7,7,0.5,5,1,4,0.2
team,ENTER FORCE.36,Tank,Zarya,10,6,4,0.6,4,2,2,0.5
team,ENTER FORCE.36,Tank,Hazard,9,7,2,0.7778,7,6,1,0.8571
team,ENTER FORCE.36,Tank,Orisa,8,7,1,0.875,5,4,1,0.8
team,ENTER FORCE.36,Tank,Wrecking Ball,6,3,3,0.5,5,2,3,0.4
team,ENTER FORCE.36,Tank,Winston,6,3,3,0.5,3,2,1,0.6667
team,ENTER FORCE.36,Tank,Sigma,4,2,2,0.5,2,1,1,0.5
team,ENTER FORCE.36,Tank,Mauga,4,4,0,1.0,1,1,0,1.0
team,ENTER FORCE.36,Tank,Ramattra,2,1,1,0.5,2,1,1,0.5
team,ENTER FORCE.36,Tank,Domina,2,1,1,0.5,2,1,1,0.5
team,ENTER FORCE.36,Tank,Doomfist,2,2,0,1.0,2,2,0,1.0
team,ENTER FORCE.36,Tank,Roadhog,1,1,0,1.0,1,1,0,1.0
team,Extinction,DPS,Tracer,16,5,11,0.3125,6,0,6,0.0
team,Extinction,DPS,Sojourn,10,3,7,0.3,7,2,5,0.2857
team,Extinction,DPS,Symmetra,9,3,6,0.3333,4,0,4,0.0
team,Extinction,DPS,Emre,8,2,6,0.25,2,0,2,0.0
team,Extinction,DPS,Cassidy,3,0,3,0.0,2,0,2,0.0
team,Extinction,DPS,Vendetta,3,1,2,0.3333,0,0,0,0.0
team,Extinction,DPS,Widowmaker,3,1,2,0.3333,0,0,0,0.0
team,Extinction,DPS,Echo,2,0,2,0.0,2,0,2,0.0
team,Extinction,DPS,Genji,2,1,1,0.5,0,0,0,0.0
team,Extinction,DPS,Freja,1,0,1,0.0,1,0,1,0.0
team,Extinction,DPS,Ashe,1,0,1,0.0,1,0,1,0.0
team,Extinction,DPS,Hanzo,1,0,1,0.0,1,0,1,0.0
team,Extinction,Support,Kiriko,14,3,11,0.2143,3,0,3,0.0
team,Extinction,Support,Lúcio,13,4,9,0.3077,2,0,2,0.0
team,Extinction,Support,Juno,10,5,5,0.5,2,1,1,0.5
team,Extinction,Support,Wuyang,4,2,2,0.5,2,2,0,1.0
team,Extinction,Support,Jetpack Cat,4,1,3,0.25,1,0,1,0.0
team,Extinction,Support,Brigitte,3,2,1,0.6667,1,0,1,0.0
team,Extinction,Support,Ana,3,2,1,0.6667,1,1,0,1.0
team,Extinction,Support,Moira,2,0,2,0.0,1,0,1,0.0
team,Extinction,Support,Mizuki,1,0,1,0.0,0,0,0,0.0
team,Extinction,Support,Lifeweaver,1,0,1,0.0,1,0,1,0.0
team,Extinction,Support,Zenyatta,1,0,1,0.0,1,0,1,0.0
team,Extinction,Support,Baptiste,1,0,1,0.0,1,0,1,0.0
team,Extinction,Tank,D.Va,15,5,10,0.3333,10,2,8,0.2
